lat,long,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,sqft_lot15,sale_date,sale_year,sale_month,sale_quarter,sale_tenure,yr_since_last_renovated,price_m2,Dist_from_seattle,Clusters
47.5403,-122.175,6073300040,20150106T000000,375000,4,2.25,2020,12500,2,0,0,2,8,2020,0,1966,0,98056,1800,13175,2015-01-06,2015,01,Q1,49,0,185.64356435643563,14195.211575936723,9
47.5404,-122.073,8562710250,20140505T000000,890000,4,4.25,4420,5750,2,0,0,3,10,3410,1010,2006,0,98027,4420,5750,2014-05-05,2014,05,Q2,8,0,201.35746606334843,21078.33798858195,8
47.5404,-122.268,1112000035,20150311T000000,420000,2,1,1000,5375,1,0,0,3,7,1000,0,1953,0,98118,1380,5000,2015-03-11,2015,03,Q1,62,0,420,9060.614690304847,4
47.5404,-122.387,3869900120,20150226T000000,430000,3,2.5,1690,1310,2,0,0,3,8,1140,550,2004,0,98136,1640,1321,2015-02-26,2015,02,Q1,11,0,254.4378698224852,8473.674527805044,1
47.5405,-121.882,7852140170,20150421T000000,695000,4,2.5,2830,14538,2,0,0,3,8,2830,0,2003,0,98065,2270,6939,2015-04-21,2015,04,Q2,12,0,245.58303886925796,34852.705206312654,12
47.5405,-121.993,3630200640,20141030T000000,759990,4,2.5,2540,5760,2,0,0,3,9,2540,0,2009,0,98029,2580,3600,2014-10-30,2014,10,Q4,5,0,299.20866141732284,26773.172127272657,8
47.5405,-122.026,9268850030,20140707T000000,420000,3,2.25,1620,1075,3,0,0,3,8,1540,80,2009,0,98027,1620,1237,2014-07-07,2014,07,Q3,5,0,259.25925925925924,24404.444400031392,8
47.5405,-122.027,9268851740,20140701T000000,629800,3,2.5,2390,1984,2,0,0,3,8,2220,170,2008,0,98027,2150,1984,2014-07-01,2014,07,Q3,6,0,263.5146443514644,24333.005454001708,8
47.5405,-122.187,5014600440,20150223T000000,690700,5,2.75,2870,5349,2,0,0,3,9,2870,0,2005,0,98059,2800,5000,2015-02-23,2015,02,Q1,10,0,240.66202090592336,13427.595408198951,9
47.5405,-122.263,1102000759,20141026T000000,755000,3,2.5,2420,8856,1,0,3,3,9,1620,800,1957,0,98118,2650,9750,2014-10-26,2014,10,Q4,57,0,311.9834710743802,9265.87593793518,4
47.5405,-122.27,1105000588,20150421T000000,349500,3,1,1400,3538,1,0,0,3,7,800,600,1953,0,98118,1620,6331,2015-04-21,2015,04,Q2,62,0,249.64285714285714,8968.529156555715,4
47.5405,-122.293,3395041194,20140827T000000,268000,3,2.75,1880,1793,2,0,0,3,7,1810,70,2001,0,98108,1800,2537,2014-08-27,2014,08,Q3,13,0,142.5531914893617,8155.437452690468,4
47.5405,-122.393,4315700505,20150210T000000,535000,4,1.75,1570,3250,1.5,0,0,5,8,1570,0,1928,0,98136,1570,5720,2015-02-10,2015,02,Q1,87,0,340.7643312101911,8680.252127025367,1
47.5406,-121.889,7853301220,20140910T000000,425000,4,2.5,2440,5088,2,0,0,3,7,2440,0,2007,0,98065,2440,5762,2014-09-10,2014,09,Q3,7,0,174.18032786885246,34337.097072735305,12
47.5406,-121.994,3630200430,20140514T000000,773000,3,2.75,2470,3600,2,0,0,3,9,2470,0,2007,0,98029,2570,3600,2014-05-14,2014,05,Q2,7,0,312.95546558704456,26697.945688050808,8
47.5406,-121.995,3630200080,20140807T000000,775000,4,3.5,3390,3960,2,0,0,3,10,3390,0,2008,0,98027,2990,3400,2014-08-07,2014,08,Q3,6,0,228.61356932153393,26625.882195102953,8
47.5406,-122.066,2924069132,20140527T000000,527500,3,1.75,2310,78844,1,0,0,3,8,1760,550,1977,0,98027,2830,6230,2014-05-27,2014,05,Q2,37,0,228.35497835497836,21562.401857957393,8
47.5407,-121.86,7853240100,20140902T000000,772500,5,2.75,3890,9130,2,0,0,3,9,3890,0,2004,0,98065,3450,8361,2014-09-02,2014,09,Q3,10,0,198.586118251928,36463.117791367695,12
47.5407,-121.89,7853301130,20150505T000000,499000,4,2.25,2440,5000,2,0,0,3,7,2440,0,2007,0,98065,2440,5212,2015-05-05,2015,05,Q2,8,0,204.50819672131146,34261.34946231812,12
47.5407,-122.177,3205000310,20141121T000000,345000,3,1,1340,9339,1,0,0,5,7,1340,0,1960,0,98056,1310,9350,2014-11-21,2014,11,Q4,54,0,257.46268656716416,14044.317009603461,9
47.5407,-122.379,2489200250,20150430T000000,528000,3,2,1560,6300,1,0,0,3,7,1560,0,1924,0,98126,1620,6300,2015-04-30,2015,04,Q2,91,0,338.46153846153845,8184.438964336262,1
47.5408,-121.861,7853240560,20140903T000000,585000,4,2.5,3110,6479,2,0,0,3,9,3110,0,2005,0,98065,3110,7075,2014-09-03,2014,09,Q3,9,0,188.10289389067523,36387.30064760889,12
47.5408,-121.992,3630200960,20140826T000000,1060000,4,3.75,3880,9979,2.5,0,0,3,10,3880,0,2007,0,98029,3130,6112,2014-08-26,2014,08,Q3,7,0,273.1958762886598,26835.85947244826,8
47.5409,-121.994,3630200460,20150327T000000,790000,3,2.75,2460,3600,2,0,0,3,9,2460,0,2007,0,98029,2570,3600,2015-03-27,2015,03,Q1,8,0,321.1382113821138,26688.507473134312,8
47.5409,-122.18,3205100010,20141216T000000,406000,3,1.5,1370,7853,1,0,0,4,7,1370,0,1962,0,98056,1730,9465,2014-12-16,2014,12,Q4,52,0,296.35036496350364,13842.238846618025,9
47.5409,-122.267,9830200380,20140917T000000,653000,3,3,3040,5067,3,0,2,3,10,3040,0,1993,0,98118,1820,5998,2014-09-17,2014,09,Q3,21,0,214.80263157894737,9056.655500077974,4
47.5409,-122.268,9830200475,20150323T000000,525000,3,3.25,2200,7440,2,0,0,4,7,1710,490,1947,0,98118,1260,6765,2015-03-23,2015,03,Q1,68,0,238.63636363636363,9014.417982592178,4
47.5409,-122.39,5276200020,20140805T000000,775000,5,2.5,2600,4284,2,0,0,3,9,2600,0,2014,0,98136,1620,5000,2014-08-05,2014,08,Q3,0,0,298.0769230769231,8530.710678338242,1
47.5411,-122.133,2597531020,20141104T000000,925850,6,3.25,3140,14923,2,0,0,3,10,3140,0,1991,0,98006,2980,10758,2014-11-04,2014,11,Q4,23,0,294.85668789808915,16911.40873867931,10
47.5412,-122.27,1105000571,20140610T000000,433000,3,1.75,1870,7189,1,0,0,3,7,1270,600,1959,0,98118,1780,6200,2014-06-10,2014,06,Q2,55,0,231.55080213903744,8903.313716554776,4
47.5412,-122.286,8944550050,20150508T000000,448500,3,2.5,2080,3920,2,0,0,3,8,2080,0,2010,0,98118,2110,3710,2015-05-08,2015,05,Q2,5,0,215.625,8303.712497536497,4
47.5412,-122.288,6064800710,20141002T000000,315000,3,2.5,1570,2865,2,0,0,3,7,1570,0,2003,0,98118,1610,2582,2014-10-02,2014,10,Q4,11,0,200.63694267515925,8238.022159247217,4
47.5412,-122.377,1121000058,20150331T000000,485000,3,1.75,1790,6775,1,0,2,3,8,1790,0,1951,0,98126,1310,6028,2015-03-31,2015,03,Q1,64,0,270.94972067039106,8073.883347786935,1
47.5413,-121.877,7852120030,20140808T000000,723000,4,3.5,3510,9263,2,0,0,3,10,3510,0,2001,0,98065,3690,10417,2014-08-08,2014,08,Q3,13,0,205.98290598290598,35200.309292814316,12
47.5413,-122.174,1951820070,20140822T000000,491500,3,2.25,2230,13100,1,0,0,4,8,1510,720,1974,0,98006,2010,10650,2014-08-22,2014,08,Q3,40,0,220.40358744394618,14200.273009558112,9
47.5413,-122.216,2581300010,20140609T000000,1350000,4,3.25,3300,15907,2,0,0,5,10,3300,0,1985,0,98040,2740,11358,2014-06-09,2014,06,Q2,29,0,409.09090909090907,11629.416774435478,4
47.5413,-122.281,3333002710,20140917T000000,299000,3,1,1550,8778,1,0,0,3,7,1250,300,1952,0,98118,2120,7268,2014-09-17,2014,09,Q3,62,0,192.90322580645162,8467.592420619363,4
47.5413,-122.288,6064800730,20150129T000000,330950,3,2.5,1630,2844,2,0,0,3,7,1630,0,2003,0,98118,1610,2582,2015-01-29,2015,01,Q1,12,0,203.03680981595093,8227.97176390784,4
47.5413,-122.299,613400030,20141024T000000,360000,3,2.75,2030,6840,1,0,0,3,7,1210,820,1979,0,98108,1910,6365,2014-10-24,2014,10,Q4,35,0,177.3399014778325,7907.563526266027,4
47.5414,-121.864,7852170130,20150421T000000,650000,4,2.75,3260,5335,2,0,0,3,9,3260,0,2003,0,98065,3180,5438,2015-04-21,2015,04,Q2,12,0,199.38650306748465,36152.88977915604,12
47.5414,-121.869,7851990240,20140717T000000,771150,4,3.5,3950,12320,2,0,0,3,10,3950,0,2001,0,98065,3920,11086,2014-07-17,2014,07,Q3,13,0,195.22784810126583,35785.46149428129,12
47.5414,-121.994,3630200300,20140725T000000,1238000,4,3.5,4670,6000,2,0,3,3,11,3820,850,2007,0,98027,4310,6000,2014-07-25,2014,07,Q3,7,0,265.0963597430407,26672.86261160582,8
47.5414,-122.133,2597531030,20140826T000000,756000,4,2.5,2730,10753,2,0,0,3,9,2730,0,1991,0,98006,3090,10740,2014-08-26,2014,08,Q3,23,0,276.9230769230769,16896.686911047418,10
47.5414,-122.281,3812400657,20141204T000000,160000,3,1,1200,8360,1,0,0,2,6,1200,0,1948,0,98118,1570,6823,2014-12-04,2014,12,Q4,66,0,133.33333333333334,8457.829027594727,4
47.5414,-122.288,6064800410,20140730T000000,300000,3,2.25,1960,1585,2,0,0,3,7,1750,210,2003,0,98118,1760,1958,2014-07-30,2014,07,Q3,11,0,153.0612244897959,8217.924156356388,4
47.5415,-121.883,7853302190,20141217T000000,388500,4,2.5,1890,5395,2,0,0,3,7,1890,0,2006,0,98065,2060,5395,2014-12-17,2014,12,Q4,8,0,205.55555555555554,34755.174468214864,12
47.5415,-121.884,7853302110,20150406T000000,469900,3,2.5,2270,4399,2,0,0,3,7,2270,0,2007,0,98065,2060,4399,2015-04-06,2015,04,Q2,8,0,207.00440528634363,34681.80327244801,12
47.5415,-121.884,7853302110,20150406T000000,469900,3,2.5,2270,4399,2,0,0,3,7,2270,0,2007,0,98065,2060,4399,2015-04-06,2015,04,Q2,8,0,207.00440528634363,34681.80327244801,12
47.5415,-121.884,7853302110,20150406T000000,469900,3,2.5,2270,4399,2,0,0,3,7,2270,0,2007,0,98065,2060,4399,2015-04-06,2015,04,Q2,8,0,207.00440528634363,34681.80327244801,12
47.5415,-121.884,7853302130,20140604T000000,418500,3,2.5,2060,4399,2,0,0,3,7,2060,0,2007,0,98065,2060,4399,2014-06-04,2014,06,Q2,7,0,203.15533980582524,34681.80327244801,12
47.5415,-121.884,7853302130,20140604T000000,418500,3,2.5,2060,4399,2,0,0,3,7,2060,0,2007,0,98065,2060,4399,2014-06-04,2014,06,Q2,7,0,203.15533980582524,34681.80327244801,12
47.5415,-121.884,7853302130,20140604T000000,418500,3,2.5,2060,4399,2,0,0,3,7,2060,0,2007,0,98065,2060,4399,2014-06-04,2014,06,Q2,7,0,203.15533980582524,34681.80327244801,12
47.5415,-121.884,7853302140,20140524T000000,440500,3,2.5,2460,4399,2,0,0,3,7,2460,0,2007,0,98065,2060,4399,2014-05-24,2014,05,Q2,7,0,179.0650406504065,34681.80327244801,12
47.5415,-121.884,7853302140,20140524T000000,440500,3,2.5,2460,4399,2,0,0,3,7,2460,0,2007,0,98065,2060,4399,2014-05-24,2014,05,Q2,7,0,179.0650406504065,34681.80327244801,12
47.5415,-121.884,7853302140,20140524T000000,440500,3,2.5,2460,4399,2,0,0,3,7,2460,0,2007,0,98065,2060,4399,2014-05-24,2014,05,Q2,7,0,179.0650406504065,34681.80327244801,12
47.5415,-121.887,7853301930,20141009T000000,405000,3,2.5,1960,6997,2,0,0,3,7,1960,0,2006,0,98065,2320,5178,2014-10-09,2014,10,Q4,8,0,206.6326530612245,34461.73433659664,12
47.5415,-122.133,2597530760,20140623T000000,905000,5,3.5,3500,10155,2,0,0,3,10,2570,930,1996,0,98006,2940,10753,2014-06-23,2014,06,Q2,18,0,258.57142857142856,16891.791456146937,10
47.5416,-121.864,7852170140,20150510T000000,650000,4,2.5,3180,5438,2,0,0,3,9,3180,0,2003,0,98065,3030,5335,2015-05-10,2015,05,Q2,12,0,204.40251572327045,36148.263704057856,12
47.5416,-121.994,3630200520,20150421T000000,775000,4,2.5,2580,5787,2,0,0,3,9,2580,0,2007,0,98029,2580,4410,2015-04-21,2015,04,Q2,8,0,300.38759689922483,26666.63462595086,8
47.5416,-122.231,5452800495,20150422T000000,899100,5,2.5,2410,15300,1,0,0,4,8,1400,1010,1975,0,98040,2440,15300,2015-04-22,2015,04,Q2,40,0,373.07053941908714,10763.564750019974,4
47.5416,-122.232,5452800735,20140722T000000,780000,4,2.5,2270,13449,1,0,0,4,9,1310,960,1975,0,98040,2810,13475,2014-07-22,2014,07,Q3,39,0,343.61233480176213,10709.107717746294,4
47.5416,-122.38,1121000357,20140827T000000,1085000,4,3,3410,6541,2,0,2,3,9,2680,730,2007,0,98126,2300,6345,2014-08-27,2014,08,Q3,7,0,318.1818181818182,8123.638199512365,1
47.5417,-122.111,3303850290,20150409T000000,1400000,5,4,4700,22326,2,0,0,3,11,4700,0,2002,0,98006,4730,27110,2015-04-09,2015,04,Q2,13,0,297.8723404255319,18382.076827137338,10
47.5417,-122.289,6064800060,20150506T000000,330000,3,2.25,1960,1985,2,0,0,3,7,1750,210,2003,0,98118,1760,1985,2015-05-06,2015,05,Q2,12,0,168.3673469387755,8155.589952099815,4
47.5417,-122.357,3438502668,20140829T000000,194000,3,1.75,1260,10488,1,0,0,2,7,1110,150,1952,0,98106,1540,9120,2014-08-29,2014,08,Q3,62,0,153.96825396825398,7561.831299642699,1
47.5418,-122.01,2597490300,20141119T000000,700000,3,2.5,2350,4975,2,0,0,3,8,2350,0,2012,0,98029,2350,3951,2014-11-19,2014,11,Q4,2,0,297.8723404255319,25507.84067465553,8
47.5418,-122.136,2597530070,20150318T000000,850000,3,2.5,2940,10809,2,0,0,3,10,2940,0,1992,0,98006,3090,10348,2015-03-18,2015,03,Q1,23,0,289.1156462585034,16674.755931960906,10
47.5418,-122.275,1105000432,20140822T000000,224000,3,1.5,1440,8370,1,0,0,3,7,1440,0,1977,0,98118,1440,8370,2014-08-22,2014,08,Q3,37,0,155.55555555555554,8645.537318136412,4
47.5418,-122.289,6064800550,20140802T000000,247800,3,2.5,1580,2170,2,0,0,3,7,1580,0,2003,0,98118,1610,1917,2014-08-02,2014,08,Q3,11,0,156.83544303797467,8145.513975521009,4
47.5419,-122.214,2579500006,20140909T000000,760000,3,2.5,2190,10000,1,0,0,4,7,1540,650,1957,0,98040,2880,11782,2014-09-09,2014,09,Q3,57,0,347.0319634703196,11703.235425404782,4
47.5419,-122.271,2724049222,20141201T000000,220000,2,2.5,1000,1092,2,0,0,3,7,990,10,2004,0,98118,1330,1466,2014-12-01,2014,12,Q4,10,0,220,8796.942398696781,4
47.5419,-122.271,2724049222,20141201T000000,220000,2,2.5,1000,1092,2,0,0,3,7,990,10,2004,0,98118,1330,1466,2014-12-01,2014,12,Q4,10,0,220,8796.942398696781,4
47.5419,-122.271,2724049222,20140802T000000,163800,2,2.5,1000,1092,2,0,0,3,7,990,10,2004,0,98118,1330,1466,2014-08-02,2014,08,Q3,10,0,163.8,8796.942398696781,4
47.5419,-122.271,2724049222,20140802T000000,163800,2,2.5,1000,1092,2,0,0,3,7,990,10,2004,0,98118,1330,1466,2014-08-02,2014,08,Q3,10,0,163.8,8796.942398696781,4
47.5419,-122.288,6064800470,20140805T000000,310000,3,2.25,1960,2345,2,0,0,3,7,1750,210,2003,0,98118,1760,1958,2014-08-05,2014,08,Q3,11,0,158.16326530612244,8167.7282954178645,4
47.5419,-122.289,6064800090,20150507T000000,365000,3,2.25,1960,1985,2,0,0,3,7,1750,210,2003,0,98118,1760,1985,2015-05-07,2015,05,Q2,12,0,186.22448979591837,8135.440751709823,4
47.5419,-122.383,2716600273,20140528T000000,820000,3,2.5,2510,5503,2,0,2,3,9,2510,0,1995,0,98136,1790,6099,2014-05-28,2014,05,Q2,19,0,326.69322709163345,8189.543240825583,1
47.5419,-122.388,2810100007,20150506T000000,419950,3,2.25,1250,811,3,0,0,3,8,1250,0,2014,0,98136,1250,1232,2015-05-06,2015,05,Q2,1,0,335.96,8361.05983680891,1
47.542,-121.792,2824089053,20150127T000000,474950,3,2,2250,222156,1,0,0,3,7,2250,0,1987,0,98065,2110,121968,2015-01-27,2015,01,Q1,28,0,211.0888888888889,41447.758901086265,12
47.542,-122.176,6072500490,20140801T000000,423800,3,2.5,1940,7415,2,0,0,3,8,1940,0,1965,0,98006,1940,8425,2014-08-01,2014,08,Q3,49,0,218.4536082474227,14031.4367330887,9
47.542,-122.265,9830200230,20150120T000000,389000,2,1.75,1160,4848,2,0,1,4,7,1160,0,1949,0,98118,1990,7440,2015-01-20,2015,01,Q1,66,0,335.3448275862069,9042.574241162689,4
47.542,-122.282,3333002790,20150123T000000,243500,2,1,900,5016,1,0,0,3,6,900,0,1948,0,98118,1420,5184,2015-01-23,2015,01,Q1,67,0,270.55555555555554,8363.207119070032,4
47.542,-122.321,2734100738,20141029T000000,246950,3,3.5,1790,1682,2,0,0,3,7,1480,310,2006,0,98108,1150,4000,2014-10-29,2014,10,Q4,8,0,137.9608938547486,7425.151983712404,4
47.542,-122.322,2734100734,20141015T000000,216650,3,3.5,1540,1427,2,0,0,3,7,1360,180,2007,0,98109,1220,4000,2014-10-15,2014,10,Q4,7,0,140.6818181818182,7414.763836199354,4
47.542,-122.364,3438502200,20140917T000000,445000,4,2.75,2680,16934,1,0,0,4,7,1340,1340,1958,0,98106,1240,7000,2014-09-17,2014,09,Q3,56,0,166.044776119403,7660.912208171691,1
47.5421,-121.888,7853301390,20140821T000000,688000,4,4,4000,9309,2,0,0,3,9,4000,0,2007,0,98065,3920,8048,2014-08-21,2014,08,Q3,7,0,172,34373.88616764785,12
47.5421,-122.011,2597490660,20140624T000000,639888,4,2.5,2050,2772,2,0,0,3,8,2050,0,2012,0,98029,2050,2934,2014-06-24,2014,06,Q2,2,0,312.14048780487803,25426.23076416453,8
47.5421,-122.172,2824059128,20141009T000000,510000,3,2,1990,7405,1,0,0,5,7,1990,0,1971,0,98006,2120,6462,2014-10-09,2014,10,Q4,43,0,256.2814070351759,14282.474701122766,9
47.5421,-122.229,5452800310,20150420T000000,1328000,5,3,3340,10796,1,0,2,3,9,2120,1220,1964,1990,98040,3290,12955,2015-04-20,2015,04,Q2,51,25,397.6047904191617,10835.420669260937,4
47.5421,-122.378,1121000095,20141105T000000,320000,2,1,1120,5329,1,0,1,3,6,750,370,1929,0,98126,1530,5330,2014-11-05,2014,11,Q4,85,0,285.7142857142857,8011.532569152228,1
47.5421,-122.383,2719100240,20140519T000000,850000,4,3.5,2640,5900,2,0,2,3,8,2640,0,1937,1998,98136,1700,5900,2014-05-19,2014,05,Q2,77,16,321.969696969697,8169.538251499261,1
47.5421,-122.388,2810100023,20140625T000000,395000,2,2.25,1350,1493,2,0,0,3,8,1050,300,2007,0,98136,1250,1202,2014-06-25,2014,06,Q2,7,0,292.5925925925926,8341.465549328264,1
47.5421,-122.388,2810100023,20140625T000000,395000,2,2.25,1350,1493,2,0,0,3,8,1050,300,2007,0,98136,1250,1202,2014-06-25,2014,06,Q2,7,0,292.5925925925926,8341.465549328264,1
47.5421,-122.388,2810100040,20140507T000000,485000,3,2,1610,4160,1,0,0,4,7,1010,600,1917,0,98136,1040,4400,2014-05-07,2014,05,Q2,97,0,301.2422360248447,8341.465549328264,1
47.5421,-122.388,2810100040,20140507T000000,485000,3,2,1610,4160,1,0,0,4,7,1010,600,1917,0,98136,1040,4400,2014-05-07,2014,05,Q2,97,0,301.2422360248447,8341.465549328264,1
47.5422,-121.86,7853240200,20140516T000000,619000,3,2.5,2720,6439,2,0,0,3,9,2720,0,2005,0,98065,3180,7320,2014-05-16,2014,05,Q2,9,0,227.5735294117647,36428.66947872987,12
47.5422,-122.112,3303850360,20140625T000000,1280000,4,3.5,4660,17398,2,0,2,3,11,4660,0,2003,0,98006,5080,24913,2014-06-25,2014,06,Q2,11,0,274.6781115879828,18290.88607305235,10
47.5422,-122.132,2597530650,20140815T000000,820000,3,2.5,2970,9600,2,0,0,3,9,2970,0,1994,0,98006,2970,9707,2014-08-15,2014,08,Q3,20,0,276.0942760942761,16925.3565297923,10
47.5423,-121.877,7853270100,20150315T000000,730000,4,2.5,3470,14271,2,0,0,3,9,3470,0,2005,0,98065,3450,9380,2015-03-15,2015,03,Q1,10,0,210.37463976945244,35176.67063243372,12
47.5423,-122.189,6705120280,20150331T000000,428000,2,2.5,1414,1960,2,0,0,3,8,1414,0,1986,0,98006,1414,2511,2015-03-31,2015,03,Q1,29,0,302.6874115983027,13191.072887518914,9
47.5423,-122.215,8563500020,20140725T000000,780000,3,2.25,2130,11782,1,0,0,4,8,1590,540,1977,0,98040,2700,11782,2014-07-25,2014,07,Q3,37,0,366.19718309859155,11616.822943888335,4
47.5423,-122.351,3438503045,20150120T000000,165000,2,1,780,6380,1,0,0,3,6,780,0,1947,0,98106,1270,6960,2015-01-20,2015,01,Q1,68,0,211.53846153846155,7411.143439988787,1
47.5424,-121.872,7851990120,20140701T000000,925000,5,5.5,5190,12637,2,0,2,3,11,5190,0,2001,0,98065,3840,12637,2014-07-01,2014,07,Q3,13,0,178.22736030828517,35541.71722876687,12
47.5424,-122.12,97600140,20140729T000000,800000,4,2.5,2930,5000,2,0,0,3,9,2760,170,2007,0,98006,3230,5778,2014-07-29,2014,07,Q3,7,0,273.03754266211604,17732.818220582372,10
47.5424,-122.321,2734100835,20150303T000000,90000,1,1,780,4000,1,0,0,3,5,780,0,1905,0,98108,1150,4000,2015-03-03,2015,03,Q1,110,0,115.38461538461539,7381.085831789567,4
47.5424,-122.381,1121000414,20140927T000000,750000,4,2.75,3150,6343,1,0,3,3,8,1810,1340,1976,0,98126,2250,6343,2014-09-27,2014,09,Q3,38,0,238.0952380952381,8074.391978847971,1
47.5424,-122.391,3948900050,20150427T000000,616000,3,3.25,2130,2306,2,0,1,5,7,1420,710,1924,0,98136,1560,4500,2015-04-27,2015,04,Q2,91,0,289.2018779342723,8421.968639388057,1
47.5425,-122.376,2235000015,20140804T000000,260600,2,1,810,4560,1,0,0,3,7,810,0,1928,0,98126,1490,4560,2014-08-04,2014,08,Q3,86,0,321.7283950617284,7911.3466283899525,1
47.5426,-121.879,7853270940,20140905T000000,389000,3,2.5,1720,4515,2,0,0,3,7,1720,0,2005,0,98065,2220,4618,2014-09-05,2014,09,Q3,9,0,226.1627906976744,35022.71687426655,12
47.5426,-121.879,7853270940,20140905T000000,389000,3,2.5,1720,4515,2,0,0,3,7,1720,0,2005,0,98065,2220,4618,2014-09-05,2014,09,Q3,9,0,226.1627906976744,35022.71687426655,12
47.5426,-121.879,7853270200,20141021T000000,672500,4,2.5,3470,6651,2,0,0,3,9,3470,0,2005,0,98065,2730,6179,2014-10-21,2014,10,Q4,9,0,193.80403458213257,35022.71687426655,12
47.5426,-121.879,7853270200,20141021T000000,672500,4,2.5,3470,6651,2,0,0,3,9,3470,0,2005,0,98065,2730,6179,2014-10-21,2014,10,Q4,9,0,193.80403458213257,35022.71687426655,12
47.5426,-121.995,3629921240,20140728T000000,970000,4,4.5,3890,5906,2,0,3,3,11,3060,830,2004,0,98029,4170,6052,2014-07-28,2014,07,Q3,10,0,249.3573264781491,26563.522542433984,8
47.5426,-122.135,2597531110,20140909T000000,812500,4,2.5,2750,10159,2,0,0,3,10,2750,0,1991,0,98006,3160,10159,2014-09-09,2014,09,Q3,23,0,295.45454545454544,16703.033528914693,10
47.5426,-122.262,1102001112,20150213T000000,802500,4,2.25,1950,7000,1,0,1,3,8,1450,500,1957,0,98118,1840,6440,2015-02-13,2015,02,Q1,58,0,411.53846153846155,9122.267377481472,4
47.5426,-122.387,3869900155,20150326T000000,340000,2,2,1250,1178,2,0,0,3,7,980,270,1996,0,98136,1270,1242,2015-03-26,2015,03,Q1,19,0,272,8256.87031498122,1
47.5426,-122.388,2810600022,20141007T000000,335000,2,1.75,1060,1202,2,0,0,3,7,760,300,2003,0,98136,1060,1493,2014-10-07,2014,10,Q4,11,0,316.0377358490566,8292.538785561048,1
47.5427,-121.863,7852170370,20140516T000000,522500,3,2.5,2370,7875,2,0,0,3,9,2370,0,2003,0,98065,2660,7752,2014-05-16,2014,05,Q2,11,0,220.46413502109704,36196.61924726067,12
47.5427,-121.887,7853301660,20150223T000000,710000,5,3.25,3920,8572,2,0,0,3,9,3920,0,2007,0,98065,3335,7258,2015-02-23,2015,02,Q1,8,0,181.12244897959184,34432.90410461222,12
47.5427,-121.995,3629921000,20141121T000000,950000,4,2.5,3700,7051,2,0,0,3,11,3700,0,2006,0,98029,3580,6175,2014-11-21,2014,11,Q4,8,0,256.7567567567568,26560.449705047165,8
47.5427,-122.181,6067910030,20150316T000000,664000,4,2.75,2510,11880,1,0,0,5,8,1630,880,1978,0,98006,2390,11211,2015-03-16,2015,03,Q1,37,0,264.54183266932273,13671.30191089356,9
47.5427,-122.265,1102000527,20140902T000000,1437500,4,3.75,4410,9231,3,0,3,3,11,4410,0,2001,0,98118,2160,6600,2014-09-02,2014,09,Q3,13,0,325.9637188208617,8979.343021120081,4
47.5427,-122.272,1105000373,20150506T000000,252500,2,1.5,1110,986,2,0,0,3,7,950,160,2009,0,98118,1110,3515,2015-05-06,2015,05,Q2,6,0,227.47747747747746,8681.290239679747,4
47.5427,-122.275,2724049146,20150317T000000,420000,3,1,1060,6000,1,0,0,3,8,1060,0,1954,0,98118,1240,7874,2015-03-17,2015,03,Q1,61,0,396.22641509433964,8560.26157804916,4
47.5427,-122.288,3333002450,20140708T000000,165000,1,1,850,8050,1,0,0,2,6,850,0,1906,0,98118,1590,5180,2014-07-08,2014,07,Q3,108,0,194.11764705882354,8087.563670578532,4
47.5427,-122.288,3333002450,20140708T000000,165000,1,1,850,8050,1,0,0,2,6,850,0,1906,0,98118,1590,5180,2014-07-08,2014,07,Q3,108,0,194.11764705882354,8087.563670578532,4
47.5427,-122.288,3333002450,20140708T000000,165000,1,1,850,8050,1,0,0,2,6,850,0,1906,0,98118,1590,5180,2014-07-08,2014,07,Q3,108,0,194.11764705882354,8087.563670578532,4
47.5427,-122.288,3333002440,20140604T000000,327500,3,1,1070,7140,1,0,0,3,7,1070,0,1989,0,98118,1390,2374,2014-06-04,2014,06,Q2,25,0,306.0747663551402,8087.563670578532,4
47.5427,-122.288,3333002440,20140604T000000,327500,3,1,1070,7140,1,0,0,3,7,1070,0,1989,0,98118,1390,2374,2014-06-04,2014,06,Q2,25,0,306.0747663551402,8087.563670578532,4
47.5427,-122.288,3333002440,20140604T000000,327500,3,1,1070,7140,1,0,0,3,7,1070,0,1989,0,98118,1390,2374,2014-06-04,2014,06,Q2,25,0,306.0747663551402,8087.563670578532,4
47.5427,-122.288,3333002450,20150122T000000,490000,1,1,850,8050,1,0,0,2,6,850,0,1906,0,98118,1590,5180,2015-01-22,2015,01,Q1,109,0,576.4705882352941,8087.563670578532,4
47.5427,-122.288,3333002450,20150122T000000,490000,1,1,850,8050,1,0,0,2,6,850,0,1906,0,98118,1590,5180,2015-01-22,2015,01,Q1,109,0,576.4705882352941,8087.563670578532,4
47.5427,-122.288,3333002450,20150122T000000,490000,1,1,850,8050,1,0,0,2,6,850,0,1906,0,98118,1590,5180,2015-01-22,2015,01,Q1,109,0,576.4705882352941,8087.563670578532,4
47.5427,-122.302,2841500010,20140924T000000,390000,4,3,2860,5724,1,0,0,3,7,1730,1130,1983,0,98108,2340,7200,2014-09-24,2014,09,Q3,31,0,136.36363636363637,7685.426772082777,4
